id,voter,author,permlink,weight,value,timestamp
NULL,shoganaii,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,howo,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,samarek69,mizej,emyzy-pl-piosenka-tygodnia-tydzien-dwudziesty-trzeci,10000,0,2019-02-03 11:15:39
NULL,pearlumie,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,3000,0,2019-02-03 11:15:39
NULL,almgw,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,michaelwrites,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,ibk-gabriel,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,tony.montana,dulowegner,margintoken-review,250,0,2019-02-03 11:15:39
NULL,olajidekehinde,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,hamsa.quality,kakilasak,sepotong-kue-ulang-tahun-kak-icha-silampung-story-fa2fe7479c94c,110,0,2019-02-03 11:15:39
NULL,purelyscience,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,steeming-hot,bitcoingodperson,3-873,25,0,2019-02-03 11:15:39
NULL,sayma-begom,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,esteemguy,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,prime-cleric,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,1000,0,2019-02-03 11:15:39
NULL,wiralhokseumawe,ivanfurqanpurba,invitation-friend-tonight,5141,0,2019-02-03 11:15:39
NULL,freerolll,djlethalskillz,backend-alpha-kw-50-appics-im-10082,10000,0,2019-02-03 11:15:39
NULL,mixedmedia,nakedverse,20190203t111339032z-moonlight,2500,0,2019-02-03 11:15:39
NULL,plasthaotyaglob,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,vladivostok,tuckerjtruman,qyk52zvw,800,0,2019-02-03 11:15:39
NULL,pauliinasoilu,tuckerjtruman,qyk52zvw,850,0,2019-02-03 11:15:39
NULL,terrylovejoy,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1960,0,2019-02-03 11:15:39
NULL,helo,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,swapsteem,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,melvin7,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,meulybnqcv,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,onartbali,artpoet,artpoet-1549193923762-artpoets-instagram-feed--20190203-123843,10000,0,2019-02-03 11:15:39
NULL,javier.dejuan,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,tsoldovieri,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,delin.english,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,ubaydur,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,mr-aaron,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,deholt,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,kryzsec,cervantes,cervantescienciavol25p1-2-mlsovkd6in,3920,0,2019-02-03 11:15:39
NULL,fbslo,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1470,0,2019-02-03 11:15:39
NULL,iloveghee,megafart,re-borepstein-17-december-2018-lord-byron-praising-the-wine-847a826166977-20190128t220542498z,3850,0,2019-02-03 11:15:39
NULL,flugschwein,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4655,0,2019-02-03 11:15:39
NULL,aiyanna,steemeum,steemeum-day-155,250,0,2019-02-03 11:15:39
NULL,marcuz,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,satrun,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,trianzulhaj,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,ludmila.kyriakou,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1470,0,2019-02-03 11:15:39
NULL,vincy,tuckerjtruman,qyk52zvw,85,0,2019-02-03 11:15:39
NULL,francostem,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,normad,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,wolfofsteem,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,mathowl,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,bloom,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1960,0,2019-02-03 11:15:39
NULL,scottychams,tuckerjtruman,qyk52zvw,850,0,2019-02-03 11:15:39
NULL,cordeta,tuckerjtruman,qyk52zvw,850,0,2019-02-03 11:15:39
NULL,norinke,ace108,backend-alpha-kw-50-appics-im-10076,10000,0,2019-02-03 11:15:39
NULL,zorank,spectrumecons,evb2gdga,10000,0,2019-02-03 11:15:39
NULL,kenadis,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,dexterdev,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,gra,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,geopolis,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,jent,cervantes,cervantescienciavol25p1-2-mlsovkd6in,5000,0,2019-02-03 11:15:39
NULL,tufaye,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,nuha-begom,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,stem.witness,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,kmau,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,vampirgarfield,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,adnanbtc,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,onik09,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,alexdory,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1960,0,2019-02-03 11:15:39
NULL,gentleshaid,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1000,0,2019-02-03 11:15:39
NULL,smooms,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,fastchrisuk,danchick,what-magic-is-this-one-camera-exposure-not-photoshopped,10000,0,2019-02-03 11:15:39
NULL,justtryme90,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,maticpecovnik,cervantes,cervantescienciavol25p1-2-mlsovkd6in,1960,0,2019-02-03 11:15:39
NULL,mondodidave73,cervantes,cervantescienciavol25p1-2-mlsovkd6in,735,0,2019-02-03 11:15:39
NULL,nicola71,cervantes,cervantescienciavol25p1-2-mlsovkd6in,857,0,2019-02-03 11:15:39
NULL,ajadnur,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,abigail-dantes,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,samminator,cervantes,cervantescienciavol25p1-2-mlsovkd6in,2450,0,2019-02-03 11:15:39
NULL,share2steem,peterpa,peterpa-1549193163515-peterpas-insta--20190203-122603,385,0,2019-02-03 11:15:39
NULL,karrina,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,seldos,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,alliedforces,eii,mynegativephotography-03-02-2019,952,0,2019-02-03 11:15:39
NULL,ahnns,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,blogelse,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,airtell,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,godswill,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,5000,0,2019-02-03 11:15:39
NULL,magesogu1987,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,elizabethp6,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,osobiggie,cryptospa,actifit-cryptospa-20190202t205419841z,120,0,2019-02-03 11:15:39
NULL,xiaoshancun,kona,kona-1549172850451-konas-twitter-feed--20190203-064730,10000,0,2019-02-03 11:15:39
NULL,steeming-hot,photovisions,norwegian-landscapes-some-northern-lights-colours-on-the-norhern-night-sky,25,0,2019-02-03 11:15:39
NULL,nijam,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,thermoplastic,ryivhnn,ryivhnn-re-thermoplastic-re-ryivhnn-ryivhnn-re-thermoplastic-of-copyright-issues-public-domain-creative-commons-cabbages-kings-and-fools-20190203t062849822z,1600,0,2019-02-03 11:15:39
NULL,hamsa.quality,pennsif,sosdailynewsnewsaboutthestateofsteem2february2019-2clycn7y9j,110,0,2019-02-03 11:15:39
NULL,teamaustralia,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,1000,0,2019-02-03 11:15:39
NULL,ronaldoavelino,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,300,0,2019-02-03 11:15:39
NULL,lucko,b0y2k,monster-energy-supercross-round-5-san-diego-250-450-main-event-video-hd,10000,0,2019-02-03 11:15:39
NULL,kennyroy,stortebeker,steemmonsters-a-worthwhile-game-in-every-respect,402,0,2019-02-03 11:15:39
NULL,torico,stortebeker,steemmonsters-a-worthwhile-game-in-every-respect,402,0,2019-02-03 11:15:39
NULL,jadabug,pocket-node,re-pode-5365f469fe21e142d60d8b0f3a9a22c42bbdb574,100,0,2019-02-03 11:15:39
NULL,shallwebegin,bji1203,steemmonsters--1549193019764,10000,0,2019-02-03 11:15:39
NULL,nacarid,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,selami321,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,songbj,bji1203,steemmonsters--1549193019764,10000,0,2019-02-03 11:15:39
NULL,jclark,montycashmusic,aepw3l4e,10000,0,2019-02-03 11:15:39
NULL,soulpyx,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,effofex,wiralhokseumawe,berhentilah-merokok-untuk-kesehatan-anda-03d3c9147db1e,59,0,2019-02-03 11:15:39
NULL,naeem16,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,digi-me,followforupvotes,562-follow-for-upvotes-played-magicdice-yet,10000,0,2019-02-03 11:15:39
NULL,afhm,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,alim53,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,break-out-trader,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,steemtaker,monajam,re-iqbaladan-apostrophe-cms-an-open-source-cms-based-on-node-js-and-mongodb-20190203t113353251z,200,0,2019-02-03 11:15:39
NULL,sagheer46,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,abdullah1143,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,gohba.handcrafts,stephen-somers,trash-or-treasure-my-zimbabwean-coins-and-notes-edda7bd89123a,500,0,2019-02-03 11:15:39
NULL,pyemoney,paleotwist,actifit-paleotwist-20190203t043640908z,10000,0,2019-02-03 11:15:39
NULL,somasekhar,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,bukio,bji1203,steemmonsters--1549193019764,210,0,2019-02-03 11:15:39
NULL,pospifuca,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,befotx,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,rachelcku,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,alliedforces,habibabiba,colourful-bracelet,2381,0,2019-02-03 11:15:39
NULL,alim51,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,sergino,baiboua,d1092a0f1c43a,200,0,2019-02-03 11:15:39
NULL,soty1,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,inambetnu1981,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,annv,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,jclark,steeimran,do-not-rush-to-judge-people-of-their-forms,10000,0,2019-02-03 11:15:39
NULL,burakdogusoy,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,muhibbullah,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,crysports,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,jatinarora,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,digi-me,enjar,archdruid-gaming-author-showcase-issue-30,10000,0,2019-02-03 11:15:39
NULL,tussar11,apnigrich,summer-ah-summer-leto-akh-leto,10000,0,2019-02-03 11:15:39
NULL,nadinecooper,htliao,cn-curation-169-cn-liumei-cn-bring,10000,0,2019-02-03 11:15:39
NULL,lafona-miner,cervantes,cervantescienciavol25p1-2-mlsovkd6in,4900,0,2019-02-03 11:15:39
NULL,steeming-hot,serialfiller,true-detective-ritorno-alle-origini-5krg1foy,25,0,2019-02-03 11:15:39
NULL,willjj85,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,1000,0,2019-02-03 11:15:39
NULL,abuzar1,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,morice,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,itinerantph,purepinay,lazy-but-not-lazy-ixb7lopo,500,0,2019-02-03 11:15:39
NULL,eforucom,veronicalee,ao2qqakt,225,0,2019-02-03 11:15:39
NULL,kimaben,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,marysent,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,hillaryaa,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,tayloruo1,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,chabiha-begom,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,steem-plus,shrazi,autocad-mobile-app-take-the-power-of-autocad-wherever-you-go,13,0,2019-02-03 11:15:39
NULL,dunda1,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,cryptobuds,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,enjieneer,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,maane,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,kakaotalk,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,luvabi,purepinay,lazy-but-not-lazy-ixb7lopo,500,0,2019-02-03 11:15:39
NULL,ohkaaay,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,junebride,purepinay,lazy-but-not-lazy-ixb7lopo,1000,0,2019-02-03 11:15:39
NULL,shella,purepinay,lazy-but-not-lazy-ixb7lopo,10000,0,2019-02-03 11:15:39
NULL,agoha,purepinay,lazy-but-not-lazy-ixb7lopo,5000,0,2019-02-03 11:15:39
NULL,hornetmusic,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,5000,0,2019-02-03 11:15:39
NULL,oliviaty,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,selfishpunish,kalemandra,my-abstract-photomontages,10000,0,2019-02-03 11:15:39
NULL,gentlebot,amberyooper,re-paintingangels-late-nite-blog-20190203t072730509z,1500,0,2019-02-03 11:15:39
NULL,coquiunlimited,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,500,0,2019-02-03 11:15:39
NULL,demo,steeimran,do-not-rush-to-judge-people-of-their-forms,600,0,2019-02-03 11:15:39
NULL,jassennessaj,leeyh,crypto-hc-senator,2000,0,2019-02-03 11:15:39
NULL,effofex,nikokafka,the-saxophon-player,59,0,2019-02-03 11:15:39
NULL,naymur,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,1000,0,2019-02-03 11:15:39
NULL,bellatravelph,purepinay,lazy-but-not-lazy-ixb7lopo,2000,0,2019-02-03 11:15:39
NULL,sd974201,wiralhokseumawe,berhentilah-merokok-untuk-kesehatan-anda-03d3c9147db1e,700,0,2019-02-03 11:15:39
NULL,emotionalsea,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,300,0,2019-02-03 11:15:39
NULL,jraysteem,purepinay,lazy-but-not-lazy-ixb7lopo,5000,0,2019-02-03 11:15:39
NULL,mahasal,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,efongym,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,steemflower,mariahvitoria,one-meal-a-day-is-it-driving-you-to-binge,10000,0,2019-02-03 11:15:39
NULL,fsherberg,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,johndc13,megafart,re-borepstein-17-december-2018-lord-byron-praising-the-wine-847a826166977-20190128t220542498z,3850,0,2019-02-03 11:15:39
NULL,pepegusi,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,saiful-i,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,homeartpictures,karenmckersie,backend-alpha-kw-50-appics-im-10044,4100,0,2019-02-03 11:15:39
NULL,kornhafvakim,leeyh,crypto-hc-senator,10000,0,2019-02-03 11:15:39
NULL,julfa-begom,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,alliedforces,bonp,naturalcolorflowers-of-living-nature-my-entry-89,3810,0,2019-02-03 11:15:39
NULL,jaki01,blazing,re-jaki01-wonderful-snow-covered-winter-world-wundervolle-schneebedeckte-winterwelt-20190203t113708876z,200,0,2019-02-03 11:15:39
NULL,rumplestiltskin,ireenchew,02uyic60,600,0,2019-02-03 11:15:39
NULL,followyourjoy,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,edenci,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,shockingmushroom,imealien,night-walk-city-colors-pouryphd,4300,0,2019-02-03 11:15:39
NULL,steemaniax,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,jesusj1,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,xawi,lavanyalakshman,re-adnanrabbani-transcribeme-transcribe-audio-and-video-into-text-and-get-paid-20190202t154401547z,3000,0,2019-02-03 11:15:39
NULL,busy.org,kamrunnahar,goldenhourphotography-sunday-by-juliank-the-light-of-the-sun-are-reflecting-the-trees-and-houses-and-holding-colorful-nature,118,0,2019-02-03 11:15:39
NULL,esteem.app,steeimran,do-not-rush-to-judge-people-of-their-forms,600,0,2019-02-03 11:15:39
NULL,love-master,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,anwara-begom,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,annazsarinacruz,brundlethwaite,control-rig-prototype,408,0,2019-02-03 11:15:39
NULL,donasteem,kalemandra,my-abstract-photomontages,1050,0,2019-02-03 11:15:39
NULL,rye05,brundlethwaite,control-rig-prototype,163,0,2019-02-03 11:15:39
NULL,traderr,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,hdu,coinplugturk,theta-coin-nedir,200,0,2019-02-03 11:15:39
NULL,good-karma,steeimran,do-not-rush-to-judge-people-of-their-forms,600,0,2019-02-03 11:15:39
NULL,qifenggan,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,justdice,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,sk-russell,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,alliedforces,apix,1241-gewinn-beim-sportevent-basketball-nordamerika-ncaa-incarnate-word-cardinals-houston-baptist-huskies-smartstrategie-com-geldverdienen-investment-sport-sportwetten-arbitrage-2019-01-31t020000,2857,0,2019-02-03 11:15:39
NULL,steeming-hot,nicolerose,ngn8u-having-fun-at-the-coast,25,0,2019-02-03 11:15:39
NULL,kasperr,lichtblick,sad-sunday-the-weeping-song,10000,0,2019-02-03 11:15:39
NULL,indayclara,adelair,ntopaz--adelair--1364176023--ntopaz-art-philippines-artzone-contest--2019-02-03-16-50-42--artwork--none,750,0,2019-02-03 11:15:39
NULL,dtube,ivansnz,8ukbvckw,2000,0,2019-02-03 11:15:39
NULL,haldin,my-art-way,b3c2da2dbf26b96b81d2bc522d839080-vimmtv,7725,0,2019-02-03 11:15:39
NULL,hotstar,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,joynab,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,psicologo,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,up-voter,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,knowhow92,swearngin,420-followers,10000,0,2019-02-03 11:15:39
NULL,feruz,steeimran,do-not-rush-to-judge-people-of-their-forms,600,0,2019-02-03 11:15:39
NULL,fahim1-2,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,steeming-hot,baiboua,d1092a0f1c43a,25,0,2019-02-03 11:15:39
NULL,floass,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,allesia,obest,actifit-obest-20190128t221824823z,10000,0,2019-02-03 11:15:39
NULL,arv1,kalemandra,my-abstract-photomontages,262,0,2019-02-03 11:15:39
NULL,zhangfapei,zhangfapei,cg-diagram-appreciation-cg-72,10000,0,2019-02-03 11:15:39
NULL,cryptogranny,samstonehill,abraham-be-the-spiritual-you-and-create-like-a-physical-fiend,10000,0,2019-02-03 11:15:39
NULL,devsup,tatyanafil,winter-photo,69,0,2019-02-03 11:15:39
NULL,ringln,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,johnbaker,kalemandra,my-abstract-photomontages,10000,0,2019-02-03 11:15:39
NULL,merlin7,kalemandra,my-abstract-photomontages,20,0,2019-02-03 11:15:39
NULL,homeartpictures,soldier,backend-alpha-kw-50-appics-im-10036,4000,0,2019-02-03 11:15:39
NULL,jamjamfood,beastlybanter,beastly-tales-loves-labours-lost,2500,0,2019-02-03 11:15:39
NULL,cengans,riery,100-hari-sudah,10000,0,2019-02-03 11:15:39
NULL,mysteem,steeimran,do-not-rush-to-judge-people-of-their-forms,600,0,2019-02-03 11:15:39
NULL,wildcosmos,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,abrocky,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,steemtutorials,samstonehill,abraham-be-the-spiritual-you-and-create-like-a-physical-fiend,10000,0,2019-02-03 11:15:39
NULL,danielavrc,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,placespotters,imealien,night-walk-city-colors-pouryphd,3900,0,2019-02-03 11:15:39
NULL,lalbi,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,one-1,gentlee-boy,another-natural-photography-in-my-village-home-zg1hbmlh-uddgg,10000,0,2019-02-03 11:15:39
NULL,humbletrader,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,treaphort,djlethalskillz,backend-alpha-kw-50-appics-im-10082,330,0,2019-02-03 11:15:39
NULL,ilyassamraoui,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,occpresents,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,sklara,bitcoingodperson,3-873,10000,0,2019-02-03 11:15:39
NULL,qoq,kalemandra,my-abstract-photomontages,10000,0,2019-02-03 11:15:39
NULL,gamma00,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,djdarkstorm,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,blazing,traf,forgot-sorry,10000,0,2019-02-03 11:15:39
NULL,realjohnaziz,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,grizzle,djlethalskillz,backend-alpha-kw-50-appics-im-10082,3000,0,2019-02-03 11:15:39
NULL,ligayagardener,kimzwarch,kimzwarch-1549192703403-kimzwarchs-instagram-feed--20190203-121823,1000,0,2019-02-03 11:15:39
NULL,avesa,djlethalskillz,backend-alpha-kw-50-appics-im-10082,990,0,2019-02-03 11:15:39
NULL,theturtleproject,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,esteemapp,steeimran,do-not-rush-to-judge-people-of-their-forms,600,0,2019-02-03 11:15:39
NULL,musiciansupport,djlethalskillz,backend-alpha-kw-50-appics-im-10082,10000,0,2019-02-03 11:15:39
NULL,ascorphat,ivansnz,8ukbvckw,250,0,2019-02-03 11:15:39
NULL,veckinon,djlethalskillz,backend-alpha-kw-50-appics-im-10082,1500,0,2019-02-03 11:15:39
NULL,pechichemena,djlethalskillz,backend-alpha-kw-50-appics-im-10082,600,0,2019-02-03 11:15:39
NULL,newenx,djlethalskillz,backend-alpha-kw-50-appics-im-10082,2000,0,2019-02-03 11:15:39
