id,voter,author,permlink,weight,value,timestamp
NULL,rexflame,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,liyinyeo,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,jaydih,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,popsicle,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,bellaian,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,700,0,2019-02-03 11:15:39
NULL,themoehawk,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,hilman1,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,4200,0,2019-02-03 11:15:39
NULL,angeljames,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,viverridae,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,semestacerita,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,10000,0,2019-02-03 11:15:39
NULL,yaya05,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,full-moon,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5300,0,2019-02-03 11:15:39
NULL,asgh,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,lucasmj,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,hanimun,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,rhampagoe,hanki,ayn-rand-milaby-juz-114-lat,300,0,2019-02-03 11:15:39
NULL,pitersonn,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,lauch3d,infinitelearning,working-on-esteem-mobile-as-a-german-davinci-utopian-language-moderator,10000,0,2019-02-03 11:15:39
NULL,ctime,hanki,ayn-rand-milaby-juz-114-lat,10,0,2019-02-03 11:15:39
NULL,machroezar,ferrate,changing-our-style-of-prayer-8d9abe713b7e7,300,0,2019-02-03 11:15:39
NULL,bluesniper,hanki,ayn-rand-milaby-juz-114-lat,10,0,2019-02-03 11:15:39
NULL,mirnarimos,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,iraru,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,9900,0,2019-02-03 11:15:39
NULL,actipat,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,itharagaian,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,2000,0,2019-02-03 11:15:39
NULL,arbitrarykitten,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,mly,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,4500,0,2019-02-03 11:15:39
NULL,agorkhaliz1,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5000,0,2019-02-03 11:15:39
NULL,pablocortes,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,cikbungaraya,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,trendingpopcult,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,putrimanja,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,patrickulrich,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,400,0,2019-02-03 11:15:39
NULL,kabil,ferrate,changing-our-style-of-prayer-8d9abe713b7e7,300,0,2019-02-03 11:15:39
NULL,jafarr,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,tygs,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,luiarra,krutilla,myths-about-bitcoin-continuation,10000,0,2019-02-03 11:15:39
NULL,steemfuture,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,500,0,2019-02-03 11:15:39
NULL,irieeyedoc,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,barzah,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,roinoirblog,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,marketinggeek,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,2000,0,2019-02-03 11:15:39
NULL,viktor007,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,10000,0,2019-02-03 11:15:39
NULL,cutebaby,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,haily.krock,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,fosfat123,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,md-aliahmed,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,ahadmiya,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,elviento,sam99,backend-alpha-kw-50-appics-im-10081,57,0,2019-02-03 11:15:39
NULL,musicians,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,amalmalalasekara,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,coolthingssite,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,kigigha,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,houtje,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,10000,0,2019-02-03 11:15:39
NULL,c-sari,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5100,0,2019-02-03 11:15:39
NULL,linkus,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,allaboutfood,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,bruk,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5800,0,2019-02-03 11:15:39
NULL,songsang,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,gniksivart,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,eglep,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5000,0,2019-02-03 11:15:39
NULL,theexcelclub,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,2000,0,2019-02-03 11:15:39
NULL,alibaba68,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,kimzwarch,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,devtheconnector,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,globaltrotter,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,bangsai,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,4500,0,2019-02-03 11:15:39
NULL,darth-azrael,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,sigizzang,coldsiksu,9pzev,10000,0,2019-02-03 11:15:39
NULL,farizal,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,smartintravels,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5000,0,2019-02-03 11:15:39
NULL,ranggayusuf,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,alucare,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,2000,0,2019-02-03 11:15:39
NULL,papanog,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,tonyudo,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,10000,0,2019-02-03 11:15:39
NULL,g1ntoken,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,softheart,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,5900,0,2019-02-03 11:15:39
NULL,korvalvr,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,gameofbitcoins,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,farwazen,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,xblackhalo,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,michelml,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,10000,0,2019-02-03 11:15:39
NULL,achp,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,4600,0,2019-02-03 11:15:39
NULL,axelarator,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,batess,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,tomfitz,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,ellaaa,ashely056,6vwvkp,10000,0,2019-02-03 11:15:39
NULL,emilhoch,infinitelearning,working-on-esteem-mobile-as-a-german-davinci-utopian-language-moderator,10000,0,2019-02-03 11:15:39
NULL,sundullangit,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,thoor,latino.romano,spanish-freewrite-03-de-febrero-de-2019-mensaje-diario-de-5-minutos-4c145a9471943est,2000,0,2019-02-03 11:15:39
NULL,cryptonewsplus,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,shortcut,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,clarissa-ang,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,borneoairbrush,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,rulesforrebels,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,100,0,2019-02-03 11:15:39
NULL,thecryptoshopuk,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,10000,0,2019-02-03 11:15:39
NULL,yaisardinarto,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,rimon-ahmed,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,sadik12,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,steemitstocks,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,bongje,thecryptoshopuk,thecryptoshopuk-1549191579171-thecryptoshopuk-newswire,900,0,2019-02-03 11:15:39
NULL,steem-plus,misslasvegas,my-thoughts-and-ideas-of-the-week,40,0,2019-02-03 11:15:39
NULL,cifer,alz190,meme-challenge-107-post-no-1,1200,0,2019-02-03 11:15:39
NULL,eagle42,muratkbesiroglu,rahmi-koc-museum-istanbul-2,10000,0,2019-02-03 11:15:39
NULL,adam-boyling,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,ezravandi,wilsonkoh,wilsonkoh-1549192283922--bbq-time-,100,0,2019-02-03 11:15:39
NULL,chippingkernel,donald.porter,chart-of-the-day-xy-oracle-usdxyo,2800,0,2019-02-03 11:15:39
NULL,najimuddin1,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,iptrucs,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,adamfryda-art,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,500,0,2019-02-03 11:15:39
NULL,anothersteemi,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,tadeoguerra,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,don-jinero,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,microbot,solarphasing,20190203t111446998z-time-had-stopped,500,0,2019-02-03 11:15:39
NULL,onepercentbetter,thecryptoshopuk,thecryptoshopuk-1549191579171-thecryptoshopuk-newswire,100,0,2019-02-03 11:15:39
NULL,kamile,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,garethdear,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,saidul-islam,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,ss55,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,4400,0,2019-02-03 11:15:39
NULL,rheyank,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,parejan,ldsklee,actifit-ldsklee-20190203t111203609z,500,0,2019-02-03 11:15:39
NULL,samuel-oyewole,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,bd-earn,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,ctime,alz190,meme-challenge-107-post-no-1,528,0,2019-02-03 11:15:39
NULL,merlin7,alz190,meme-challenge-107-post-no-1,44,0,2019-02-03 11:15:39
NULL,mismita,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,la2410,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,busy.pay,ronaldoavelino,336-african-animals-part-3,87,0,2019-02-03 11:15:39
NULL,paredros,megafart,re-jaki01-germany-is-getting-so-dirty-deutschland-wird-immer-vermuellter-20190128t215613187z,9350,0,2019-02-03 11:15:39
NULL,jmdk2000,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,lukas.bartley,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,muca,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,eagle42,adsactly,adsactly-life-fear-and-courage,10000,0,2019-02-03 11:15:39
NULL,talentclub,shasta,wukpz-boulder-sunday,2000,0,2019-02-03 11:15:39
NULL,thelastpoet,shasta,wukpz-boulder-sunday,500,0,2019-02-03 11:15:39
NULL,hdu,montycashmusic,aepw3l4e,200,0,2019-02-03 11:15:39
NULL,williams-mikez,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,harkushi,dune69,actifit-dune69-20190202t184641677z,5000,0,2019-02-03 11:15:39
NULL,mrpinkink,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,azml,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,fariha-jannat,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,microbot,boddhisattva,water-lily-5d79e178a621cest,500,0,2019-02-03 11:15:39
NULL,chiraz,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,assbot,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,soma50,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,nadinecooper,ustazkarim,lubang-buaya-6c286866624c9,10000,0,2019-02-03 11:15:39
NULL,rawbirdtoe,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,eemna-drew,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,ruzina,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,maarsia,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,jdhg,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,motin,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,imeen-shaar,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,futurefarmers,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,sigizzang,coldsiksu,6mcmw8,10000,0,2019-02-03 11:15:39
NULL,jadabug,r3v3nan7,my-kitten-in-play-mood,100,0,2019-02-03 11:15:39
NULL,romualdd,sarmaticus,sarmaticus-re-sarmaticus-sarmaticus-re-romualdd-re-bowess-re-romualdd-re-bowess-czytam-sobie-17-donosze-z-biblioteki-styczen-20190202t231053440z,10000,0,2019-02-03 11:15:39
NULL,tegoshei,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,2000,0,2019-02-03 11:15:39
NULL,thetimetravelerz,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,100,0,2019-02-03 11:15:39
NULL,aminab,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,sourour-selmi,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,mr-awesome,steemengineteam,philippines-its-time-to-hop-aboard-the-steemengine-2019-02-03,10000,0,2019-02-03 11:15:39
NULL,raisha1994,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,naeem262412,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,newsrx,lemouth-dev,stake-based-versus-v,1196,0,2019-02-03 11:15:39
NULL,yusrizakaria,apix,1052-gewinn-beim-sportevent-eishockey-schweden-hockeyettan-vastra-ifk-arboga-ik-surahammar-smartstrategie-com-geldverdienen-geldanlage-kapitalanlage-sportwetten-arbitrage-2019-02-03t160000,3500,0,2019-02-03 11:15:39
NULL,afternoondrinks,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,joetunex,mrhadziq,mrhadziq-1549191565479-mrhadziqs-twitter-feed--20190203-115925,1000,0,2019-02-03 11:15:39
NULL,investfourmore,chbartist,why-is-it-important-to-have-heroes-in-your-life,10000,0,2019-02-03 11:15:39
NULL,mahis,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,suzannn,donald.porter,chart-of-the-day-xy-oracle-usdxyo,3100,0,2019-02-03 11:15:39
NULL,marinadelic,amazingwoman,re-axeman-6dzjup-orinta-20190128t071545267z,10000,0,2019-02-03 11:15:39
NULL,enriquerodriguez,niel96,fkqen96qq,10000,0,2019-02-03 11:15:39
NULL,questionthetrend,questionthetrend,questionthetrend-re-edgarare1-treasures-found-on-the-edge-of-the-road-20190131t115810013z,10000,0,2019-02-03 11:15:39
NULL,sheikhsayem,fknmayhem,fieldrunners-2-still-one-of-the-best-dtd-games,5000,0,2019-02-03 11:15:39
NULL,phototalent,retromili,secret,10000,0,2019-02-03 11:15:39
NULL,nyo,legitonlinebiz,611p53kp,10000,0,2019-02-03 11:15:39
NULL,jerickjabien,ebargains,ebargains-1549192151900-ebargainss-feed-20190203-120911,10000,0,2019-02-03 11:15:39
NULL,alim8,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,aafeng,burlarj,wg4-2ou2i-16sd-b-1080p-hd-wireless-2ac-powered-ipcameras,2100,0,2019-02-03 11:15:39
NULL,q1717,dune69,actifit-dune69-20190202t184641677z,10000,0,2019-02-03 11:15:39
NULL,mahinar-1,gentlee-boy,another-natural-photography-zg1hbmlh-djmcp,10000,0,2019-02-03 11:15:39
NULL,cryptogee,quinneaker,day-2-no-infection,10000,0,2019-02-03 11:15:39
NULL,truthforce,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,4600,0,2019-02-03 11:15:39
NULL,metalmag25,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,3680,0,2019-02-03 11:15:39
NULL,japanfund,steemitjp,my-find-zao-onden-in-yamagata-1,6500,0,2019-02-03 11:15:39
NULL,johnvibes,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,920,0,2019-02-03 11:15:39
NULL,mindszai,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2300,0,2019-02-03 11:15:39
NULL,tftproject,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,690,0,2019-02-03 11:15:39
NULL,memeboi,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,4600,0,2019-02-03 11:15:39
NULL,empress-eremmy,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2300,0,2019-02-03 11:15:39
NULL,goldgoatsnguns,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,1150,0,2019-02-03 11:15:39
NULL,miss-j,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,4600,0,2019-02-03 11:15:39
NULL,mlgcrypto,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2300,0,2019-02-03 11:15:39
NULL,natepower,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2300,0,2019-02-03 11:15:39
NULL,flowmar,dune69,actifit-dune69-20190130t172448712z,10000,0,2019-02-03 11:15:39
NULL,sbi5,scrawly,noblesse-rael-kertia-coloured,4059,0,2019-02-03 11:15:39
NULL,asad1234,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2000,0,2019-02-03 11:15:39
NULL,karamyog,gungunkrishu,re-ikrahch-plnar-take-ar-3d-fully-measured-models-of-any-room-via-phone-20190203t035554200z,10000,0,2019-02-03 11:15:39
NULL,truthseeker101,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,920,0,2019-02-03 11:15:39
NULL,thoughtsin-time,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2300,0,2019-02-03 11:15:39
NULL,joshwho,gregorypatrick,tom-delonge-from-blink-182-and-his-connection-to-john-podesta-how-his-full-book-sekret-machines-was-leaked-and-is-now-free-to,2300,0,2019-02-03 11:15:39
