id,sender,receiver,amount,precision,nai,timestamp
NULL,tipu,b00m,1029,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,2000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,immarojas,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,steempampanga,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,tuttleclub,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,randumb,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemplus-bot,steemplus-bot,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,400,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,ucanis,1,3,@@000000013,2019-02-03 12:08:39
NULL,richardalom,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,awesomegames007,1,3,@@000000021,2019-02-03 12:08:39
NULL,mmmmkkkk311,kstate1,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,blockcryptochain,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,richardalom,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,champjus,1,3,@@000000021,2019-02-03 12:08:39
NULL,tipopipa,minnowvotes,1000,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,donchard2,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemium,upyourpost,488,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,fatimajunio,angel66,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,benjaminberry,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,steem.services,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,800,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,467,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,ebargains,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,hnub,ramta,5000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,ugos,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,steemium,upyourpost,465,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,edmundocentenor,magicdice,1358,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,ano123,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,theb0red1,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,edmundocentenor,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dune69,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1600,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,caladan,1,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,thedailysneak,1,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,zacherybinx,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,thomasgutierrez,1,3,@@000000021,2019-02-03 12:08:39
NULL,hottopic,w74,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,steemium,upyourpost,690,3,@@000000021,2019-02-03 12:08:39
NULL,huobi-pro,huobi-withdrawal,5507790,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kenny-crane,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,master1992,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,misrori,postdoctor,300,3,@@000000021,2019-02-03 12:08:39
NULL,pacolimited,peakmonsters,998,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,artpoet,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,julieabbi2,1,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,690,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,pasie15,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mulletwang,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,edmundocentenor,magicdice,2000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,xplosive,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,3200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,coar,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,sugertukas,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,pkocjan,63,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,edmundocentenor,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,simi,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,kanarek7,105,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,syedumair,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,armageddonparty,1,3,@@000000013,2019-02-03 12:08:39
NULL,peakmonsters,tailcock,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,edgarr,1,3,@@000000021,2019-02-03 12:08:39
NULL,kabil,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,vaansteam,84,3,@@000000013,2019-02-03 12:08:39
NULL,minnowvotes,tipopipa,1000,3,@@000000013,2019-02-03 12:08:39
NULL,richardalom,magicdice,883,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dailyexpress,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kabil,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,acidmaster,63,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,abcteacher,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,richardalom,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,michelcamacaro,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,kgbinternational,1,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,6400,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,cryptofiloz,21,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,superpromoter,hnub,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kommy,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,volax,21,3,@@000000013,2019-02-03 12:08:39
NULL,izuchukwu1506,dimimp,1,3,@@000000013,2019-02-03 12:08:39
NULL,nassifelias,magicdice,345,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,road2nowhere,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,quorum4,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,ttg,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,573,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,walner,63,3,@@000000013,2019-02-03 12:08:39
NULL,upbituserwallet,upbitsteemhot,1786635,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dinmor,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,smartsteem,red-rose,37,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,itisjustme,21,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,nataharuka,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,binance-hot,jvnesy,16503,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,stranniksenya,21,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,the4thmusketeer,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,12800,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,preferansist,42,3,@@000000013,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mcoinz79,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,lover2000,1,3,@@000000013,2019-02-03 12:08:39
NULL,peakmonsters,minhaz007,84,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,ketcom,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,ray147880,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,antobrige,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,desirdesoi,63,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,michealb,1,3,@@000000021,2019-02-03 12:08:39
NULL,sbi-booster,drotto,1,3,@@000000013,2019-02-03 12:08:39
NULL,wokeprincess,blissfish,3,3,@@000000021,2019-02-03 12:08:39
NULL,alexanderfluke,inciter,300,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,pemelkam,21,3,@@000000013,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,25600,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dalz,1,3,@@000000021,2019-02-03 12:08:39
NULL,pacolimited,peakmonsters,888,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,nessos,21,3,@@000000013,2019-02-03 12:08:39
NULL,blissfish,wokeprincess,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,soosoo,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,51200,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,kommy,42,3,@@000000013,2019-02-03 12:08:39
NULL,smartsteem,elgeko,24671,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,onetin84,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,331,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,hjalmar,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,tszunami,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,vaansteam,126,3,@@000000013,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,procaptainjoe,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,662,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,acidmaster,105,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,steved1982,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,michelcamacaro,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,themax37,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,newcastle,1,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,craite,63,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,maxer27,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,volax,42,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,estream.studios,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,narya,63,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,singing.beauty,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,preferansist,105,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,steem.curator,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,dyffryn,63,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,broncnutz,1,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,pemelkam,63,3,@@000000013,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,jeffjagoe,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,odrin,42,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,r00sj3,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,keovunav,63,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,uwelang,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,peakmonsters,dinmor,21,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,spiritrider,1,3,@@000000021,2019-02-03 12:08:39
NULL,nazmul1996,mmmmkkkk311,250,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,tripjammer,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,2000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,sharkmonsters,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1000,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,charitacaruso,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,steemstreems,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,cryptowarrior88,1,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,alexsandr,43,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,kyberlee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mic4sythe,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,2000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,alexsandr,796,3,@@000000021,2019-02-03 12:08:39
NULL,sportsjrfc2018,whalecreator,250,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,moeenali,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oh-high-mark,1,3,@@000000021,2019-02-03 12:08:39
NULL,nassifelias,magicdice,664,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dinglehopper,1,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nassifelias,824,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,hms818,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1000,3,@@000000021,2019-02-03 12:08:39
NULL,sm-usd,steemmonsters,6532,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,khaledmreizeeq,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,otage,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dse,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,2000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,khaledmreizeeq,1,3,@@000000021,2019-02-03 12:08:39
NULL,someonesomeone,steemmonsters,980,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,boyanpro,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,amadasunde,1,3,@@000000013,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,stokjockey,1,3,@@000000021,2019-02-03 12:08:39
NULL,steemmonsters,nanadar,935,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,sensigo,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1000,3,@@000000021,2019-02-03 12:08:39
NULL,tipu,digital.mine,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,iaf29,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,antonarvanitis,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,mmmmkkkk311,nazmul1996,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,urdreamscometrue,1,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,smartsteem,beastlybanter,9386,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,fredkese,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,haxe,resteemr,20,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,remain,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,nageshwar0369,magicdice,1000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,lovemetouchme2,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,rivalzzz,magicdice,500,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,dexter-st-jock,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,nageshwar0369,1,3,@@000000021,2019-02-03 12:08:39
NULL,kimsungtee,magicdice,100,3,@@000000021,2019-02-03 12:08:39
NULL,mooring,upbituserwallet,448051,3,@@000000021,2019-02-03 12:08:39
NULL,oliverschmid,magicdice,200,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,lagtvgames,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,rivalzzz,1000,3,@@000000021,2019-02-03 12:08:39
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,amvanaken,1,3,@@000000021,2019-02-03 12:08:39
NULL,crypto-n-custard,markaustin,1,3,@@000000013,2019-02-03 12:08:39
NULL,magicdice,kimsungtee,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,oliverschmid,209,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,aro.steem,1,3,@@000000021,2019-02-03 12:08:39
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:08:39
