id,sender,receiver,amount,precision,nai,timestamp
NULL,therising,truconspiracy,20,3,@@000000013,2019-02-03 12:39:27
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:39:27
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:39:27
NULL,nazmul1996,amir777,9000,3,@@000000021,2019-02-03 12:39:27
NULL,therising,octav,725,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,dbooster,1,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,bafi,1,3,@@000000021,2019-02-03 12:39:27
NULL,therising,octav,10,3,@@000000013,2019-02-03 12:39:27
NULL,milaan,magicdice,400,3,@@000000021,2019-02-03 12:39:27
NULL,therising,shaidon,48,3,@@000000021,2019-02-03 12:39:27
NULL,therising,shaidon,1,3,@@000000013,2019-02-03 12:39:27
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:39:27
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:39:27
NULL,therising,bippe,1209,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,milaan,956,3,@@000000021,2019-02-03 12:39:27
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:39:27
NULL,therising,bippe,16,3,@@000000013,2019-02-03 12:39:27
NULL,yangpankil27,magicdice,2000,3,@@000000021,2019-02-03 12:39:27
NULL,dbooster,magicdice,400,3,@@000000021,2019-02-03 12:39:27
NULL,therising,phusionphil,387,3,@@000000021,2019-02-03 12:39:27
NULL,abbak7,steembasicincome,1000,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,bafi,27222,3,@@000000021,2019-02-03 12:39:27
NULL,therising,phusionphil,5,3,@@000000013,2019-02-03 12:39:27
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:39:27
NULL,smartsteem,cryptofiloz,1722,3,@@000000021,2019-02-03 12:39:27
NULL,therising,hobo01,242,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,yangpankil27,2178,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,dbooster,1,3,@@000000021,2019-02-03 12:39:27
NULL,sujonkhan,magicdice,1000,3,@@000000021,2019-02-03 12:39:27
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:39:27
NULL,therising,hobo01,3,3,@@000000013,2019-02-03 12:39:27
NULL,therising,tipopipa,49,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:39:27
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:39:27
NULL,therising,tipopipa,1,3,@@000000013,2019-02-03 12:39:27
NULL,magicdice,bafi,27222,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,sujonkhan,1225,3,@@000000021,2019-02-03 12:39:27
NULL,therising,cektop,6654,3,@@000000021,2019-02-03 12:39:27
NULL,therising,cektop,89,3,@@000000013,2019-02-03 12:39:27
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:39:27
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:39:27
NULL,dbooster,magicdice,800,3,@@000000021,2019-02-03 12:39:27
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:39:27
NULL,therising,luckyolddaddy,1451,3,@@000000021,2019-02-03 12:39:27
NULL,therising,luckyolddaddy,19,3,@@000000013,2019-02-03 12:39:27
NULL,jvnesy,peakmonsters,2032,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,dbooster,1600,3,@@000000021,2019-02-03 12:39:27
NULL,magicdice,bafi,27222,3,@@000000021,2019-02-03 12:39:27
NULL,therising,txstorm,859,3,@@000000021,2019-02-03 12:39:27
NULL,therising,txstorm,11,3,@@000000013,2019-02-03 12:39:27
NULL,tipu,cryptofiloz,1,3,@@000000013,2019-02-03 12:39:27
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:39:27
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,zaicha,97,3,@@000000021,2019-02-03 12:40:03
NULL,smartsteem,thelittlebank,122,3,@@000000013,2019-02-03 12:40:03
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,zaicha,1,3,@@000000013,2019-02-03 12:40:03
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:40:03
NULL,therising,neworleans,30208,3,@@000000021,2019-02-03 12:40:03
NULL,therising,neworleans,404,3,@@000000013,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,peakmonsters,praditya,1931,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,bafi,27222,3,@@000000021,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,milaan,239,3,@@000000021,2019-02-03 12:40:03
NULL,dbooster,magicdice,100,3,@@000000021,2019-02-03 12:40:03
NULL,therising,majesticgeek,2902,3,@@000000021,2019-02-03 12:40:03
NULL,therising,majesticgeek,39,3,@@000000013,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,therising,karr,48,3,@@000000021,2019-02-03 12:40:03
NULL,therising,karr,1,3,@@000000013,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,maczak6603,2907,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,dbooster,1,3,@@000000021,2019-02-03 12:40:03
NULL,therising,maczak6603,39,3,@@000000013,2019-02-03 12:40:03
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,therising,tkdgjs79,478,3,@@000000021,2019-02-03 12:40:03
NULL,therising,tkdgjs79,6,3,@@000000013,2019-02-03 12:40:03
NULL,dbooster,magicdice,200,3,@@000000021,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,bafi,27222,3,@@000000021,2019-02-03 12:40:03
NULL,therising,hippo,1229,3,@@000000021,2019-02-03 12:40:03
NULL,therising,hippo,16,3,@@000000013,2019-02-03 12:40:03
NULL,therising,feedmytwi,86,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,dbooster,400,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,hesap.pay,damla,2000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,feedmytwi,1,3,@@000000013,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,rareandshiny,73,3,@@000000021,2019-02-03 12:40:03
NULL,milaan,magicdice,100,3,@@000000021,2019-02-03 12:40:03
NULL,therising,rareandshiny,1,3,@@000000013,2019-02-03 12:40:03
NULL,dbooster,magicdice,100,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,therising,fundsteem,482,3,@@000000021,2019-02-03 12:40:03
NULL,therising,fundsteem,6,3,@@000000013,2019-02-03 12:40:03
NULL,sujonkhan,magicdice,1000,3,@@000000021,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,dbooster,200,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,milaan,1,3,@@000000021,2019-02-03 12:40:03
NULL,therising,depurant,2660,3,@@000000021,2019-02-03 12:40:03
NULL,therising,depurant,36,3,@@000000013,2019-02-03 12:40:03
NULL,therising,vingroup,23409,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,1,3,@@000000021,2019-02-03 12:40:03
NULL,tipu,psychebtc,300,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,sujonkhan,1,3,@@000000021,2019-02-03 12:40:03
NULL,therising,vingroup,313,3,@@000000013,2019-02-03 12:40:03
NULL,dbooster,magicdice,100,3,@@000000021,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,steemgoat,1605,3,@@000000021,2019-02-03 12:40:03
NULL,alexanderadnanj,steemmonsters,262,3,@@000000021,2019-02-03 12:40:03
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:40:03
NULL,therising,steemgoat,21,3,@@000000013,2019-02-03 12:40:03
NULL,therising,tblare,48,3,@@000000021,2019-02-03 12:40:03
NULL,steemmonsters,samarek69,250,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,dbooster,200,3,@@000000021,2019-02-03 12:40:03
NULL,therising,tblare,1,3,@@000000013,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,bafi,26064,3,@@000000021,2019-02-03 12:40:03
NULL,therising,mpw,1693,3,@@000000021,2019-02-03 12:40:03
NULL,therising,mpw,23,3,@@000000013,2019-02-03 12:40:03
NULL,therising,zahidsun,591,3,@@000000021,2019-02-03 12:40:03
NULL,sm-traveller,deepcrypto8,411,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,therising,zahidsun,8,3,@@000000013,2019-02-03 12:40:03
NULL,bafi,magicdice,25000,3,@@000000021,2019-02-03 12:40:03
NULL,dbooster,magicdice,100,3,@@000000021,2019-02-03 12:40:03
NULL,mancer-sm-alt,magicdice,40000,3,@@000000021,2019-02-03 12:40:03
NULL,peakcredit,peakmonsters,1606,3,@@000000021,2019-02-03 12:40:03
NULL,therising,abiky,339,3,@@000000021,2019-02-03 12:40:03
NULL,milaan,magicdice,200,3,@@000000021,2019-02-03 12:40:03
NULL,therising,abiky,5,3,@@000000013,2019-02-03 12:40:03
NULL,magicdice,dbooster,1,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,mancer-sm-alt,41702,3,@@000000021,2019-02-03 12:40:03
NULL,magicdice,bafi,27222,3,@@000000021,2019-02-03 12:40:03
NULL,habibabiba,shares,20,3,@@000000021,2019-02-03 12:40:03
